country,iso3,who.region,resource,unit_cost,cost.m,cost.sd
Kiribati,KIR,WPR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Kuwait,KWT,EMR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Kyrgyzstan,KGZ,EUR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Lao People's Democratic Republic,LAO,WPR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Latvia,LVA,EUR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Lebanon,LBN,EMR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Lesotho,LSO,AFR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Liberia,LBR,AFR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Libya,LBY,EMR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Lithuania,LTU,EUR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Luxembourg,LUX,EUR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Madagascar,MDG,AFR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Malawi,MWI,AFR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Malaysia,MYS,WPR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Maldives,MDV,SEA,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Mali,MLI,AFR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Malta,MLT,EUR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Marshall Islands,MHL,WPR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Mauritania,MRT,AFR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Mauritius,MUS,AFR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Mexico,MEX,AMR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Micronesia (Federated States of),FSM,WPR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Monaco,MCO,EUR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Mongolia,MNG,WPR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Montenegro,MNE,EUR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Montserrat,MSR,AMR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Morocco,MAR,EMR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Mozambique,MOZ,AFR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Myanmar,MMR,SEA,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Namibia,NAM,AFR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Nauru,NRU,WPR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Nepal,NPL,SEA,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Netherlands,NLD,EUR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
New Caledonia,NCL,WPR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
New Zealand,NZL,WPR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Nicaragua,NIC,AMR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Niger,NER,AFR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Nigeria,NGA,AFR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Niue,NIU,WPR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
North Macedonia,MKD,EUR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Northern Mariana Islands,MNP,WPR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Norway,NOR,EUR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Oman,OMN,EMR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Pakistan,PAK,EMR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Palau,PLW,WPR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Panama,PAN,AMR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Papua New Guinea,PNG,WPR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Paraguay,PRY,AMR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Peru,PER,AMR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Philippines,PHL,WPR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Poland,POL,EUR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Portugal,PRT,EUR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Puerto Rico,PRI,AMR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Qatar,QAT,EMR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Republic of Korea,KOR,WPR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Republic of Moldova,MDA,EUR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Romania,ROU,EUR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Russian Federation,RUS,EUR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Rwanda,RWA,AFR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Saint Kitts and Nevis,KNA,AMR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Saint Lucia,LCA,AMR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Saint Vincent and the Grenadines,VCT,AMR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Samoa,WSM,WPR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
San Marino,SMR,EUR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Sao Tome and Principe,STP,AFR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Saudi Arabia,SAU,EMR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Senegal,SEN,AFR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Serbia,SRB,EUR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Seychelles,SYC,AFR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Sierra Leone,SLE,AFR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Singapore,SGP,WPR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Sint Maarten (Dutch part),SXM,AMR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Slovakia,SVK,EUR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Slovenia,SVN,EUR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Solomon Islands,SLB,WPR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Somalia,SOM,EMR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
South Africa,ZAF,AFR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
South Sudan,SSD,AFR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Spain,ESP,EUR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Sri Lanka,LKA,SEA,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Sudan,SDN,EMR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Suriname,SUR,AMR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Sweden,SWE,EUR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Switzerland,CHE,EUR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Syrian Arab Republic,SYR,EMR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Tajikistan,TJK,EUR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Thailand,THA,SEA,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Timor-Leste,TLS,SEA,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Togo,TGO,AFR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Tokelau,TKL,WPR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Tonga,TON,WPR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Trinidad and Tobago,TTO,AMR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Tunisia,TUN,EMR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Turkey,TUR,EUR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Turkmenistan,TKM,EUR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Turks and Caicos Islands,TCA,AMR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Tuvalu,TUV,WPR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Uganda,UGA,AFR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Ukraine,UKR,EUR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
United Arab Emirates,ARE,EMR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
United Republic of Tanzania,TZA,AFR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
United States of America,USA,AMR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Uruguay,URY,AMR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Uzbekistan,UZB,EUR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Vanuatu,VUT,WPR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Venezuela (Bolivarian Republic of),VEN,AMR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Viet Nam,VNM,WPR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Wallis and Futuna Islands,WLF,WPR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Yemen,YEM,EMR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Zambia,ZMB,AFR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Zimbabwe,ZWE,AFR,Bedaquiline-based TPT,c_tpt_BDQ,1439.91,703.04
Afghanistan,AFG,EMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Albania,ALB,EUR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Algeria,DZA,AFR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
American Samoa,ASM,WPR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Andorra,AND,EUR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Angola,AGO,AFR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Anguilla,AIA,AMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Antigua and Barbuda,ATG,AMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Argentina,ARG,AMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Armenia,ARM,EUR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Aruba,ABW,AMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Australia,AUS,WPR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Austria,AUT,EUR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Azerbaijan,AZE,EUR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Bahamas,BHS,AMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Bahrain,BHR,EMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Bangladesh,BGD,SEA,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Barbados,BRB,AMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Belarus,BLR,EUR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Belgium,BEL,EUR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Belize,BLZ,AMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Benin,BEN,AFR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Bermuda,BMU,AMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Bhutan,BTN,SEA,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Bolivia (Plurinational State of),BOL,AMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Bosnia and Herzegovina,BIH,EUR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Botswana,BWA,AFR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Brazil,BRA,AMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
British Virgin Islands,VGB,AMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Brunei Darussalam,BRN,WPR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Bulgaria,BGR,EUR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Burkina Faso,BFA,AFR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Burundi,BDI,AFR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Cabo Verde,CPV,AFR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Cambodia,KHM,WPR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Cameroon,CMR,AFR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Canada,CAN,AMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Cayman Islands,CYM,AMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Central African Republic,CAF,AFR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Chad,TCD,AFR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Chile,CHL,AMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
China,CHN,WPR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
"China, Hong Kong SAR",HKG,WPR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
"China, Macao SAR",MAC,WPR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Colombia,COL,AMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Comoros,COM,AFR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Congo,COG,AFR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Cook Islands,COK,WPR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Costa Rica,CRI,AMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Côte d'Ivoire,CIV,AFR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Croatia,HRV,EUR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Cuba,CUB,AMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Curaçao,CUW,AMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Cyprus,CYP,EUR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Czechia,CZE,EUR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Democratic People's Republic of Korea,PRK,SEA,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Democratic Republic of the Congo,COD,AFR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Denmark,DNK,EUR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Djibouti,DJI,EMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Dominica,DMA,AMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Dominican Republic,DOM,AMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Ecuador,ECU,AMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Egypt,EGY,EMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
El Salvador,SLV,AMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Equatorial Guinea,GNQ,AFR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Eritrea,ERI,AFR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Estonia,EST,EUR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Eswatini,SWZ,AFR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Ethiopia,ETH,AFR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Fiji,FJI,WPR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Finland,FIN,EUR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
France,FRA,EUR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
French Polynesia,PYF,WPR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Gabon,GAB,AFR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Gambia,GMB,AFR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Georgia,GEO,EUR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Germany,DEU,EUR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Ghana,GHA,AFR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Greece,GRC,EUR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Greenland,GRL,EUR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Grenada,GRD,AMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Guam,GUM,WPR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Guatemala,GTM,AMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Guinea,GIN,AFR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Guinea-Bissau,GNB,AFR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Guyana,GUY,AMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Haiti,HTI,AMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Honduras,HND,AMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Hungary,HUN,EUR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Iceland,ISL,EUR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
India,IND,SEA,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Indonesia,IDN,SEA,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Iran (Islamic Republic of),IRN,EMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Iraq,IRQ,EMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Ireland,IRL,EUR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Israel,ISR,EUR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Italy,ITA,EUR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Jamaica,JAM,AMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Japan,JPN,WPR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Jordan,JOR,EMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Kazakhstan,KAZ,EUR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Kenya,KEN,AFR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Kiribati,KIR,WPR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Kuwait,KWT,EMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Kyrgyzstan,KGZ,EUR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Lao People's Democratic Republic,LAO,WPR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Latvia,LVA,EUR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Lebanon,LBN,EMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Lesotho,LSO,AFR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Liberia,LBR,AFR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Libya,LBY,EMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Lithuania,LTU,EUR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Luxembourg,LUX,EUR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Madagascar,MDG,AFR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Malawi,MWI,AFR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Malaysia,MYS,WPR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Maldives,MDV,SEA,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Mali,MLI,AFR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Malta,MLT,EUR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Marshall Islands,MHL,WPR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Mauritania,MRT,AFR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Mauritius,MUS,AFR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Mexico,MEX,AMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Micronesia (Federated States of),FSM,WPR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Monaco,MCO,EUR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Mongolia,MNG,WPR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Montenegro,MNE,EUR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Montserrat,MSR,AMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Morocco,MAR,EMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Mozambique,MOZ,AFR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Myanmar,MMR,SEA,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Namibia,NAM,AFR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Nauru,NRU,WPR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Nepal,NPL,SEA,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Netherlands,NLD,EUR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
New Caledonia,NCL,WPR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
New Zealand,NZL,WPR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Nicaragua,NIC,AMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Niger,NER,AFR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Nigeria,NGA,AFR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Niue,NIU,WPR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
North Macedonia,MKD,EUR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Northern Mariana Islands,MNP,WPR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Norway,NOR,EUR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Oman,OMN,EMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Pakistan,PAK,EMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Palau,PLW,WPR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Panama,PAN,AMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Papua New Guinea,PNG,WPR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Paraguay,PRY,AMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Peru,PER,AMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Philippines,PHL,WPR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Poland,POL,EUR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Portugal,PRT,EUR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Puerto Rico,PRI,AMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Qatar,QAT,EMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Republic of Korea,KOR,WPR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Republic of Moldova,MDA,EUR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Romania,ROU,EUR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Russian Federation,RUS,EUR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Rwanda,RWA,AFR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Saint Kitts and Nevis,KNA,AMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Saint Lucia,LCA,AMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Saint Vincent and the Grenadines,VCT,AMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Samoa,WSM,WPR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
San Marino,SMR,EUR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Sao Tome and Principe,STP,AFR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Saudi Arabia,SAU,EMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Senegal,SEN,AFR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Serbia,SRB,EUR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Seychelles,SYC,AFR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Sierra Leone,SLE,AFR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Singapore,SGP,WPR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Sint Maarten (Dutch part),SXM,AMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Slovakia,SVK,EUR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Slovenia,SVN,EUR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Solomon Islands,SLB,WPR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Somalia,SOM,EMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
South Africa,ZAF,AFR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
South Sudan,SSD,AFR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Spain,ESP,EUR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Sri Lanka,LKA,SEA,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Sudan,SDN,EMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Suriname,SUR,AMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Sweden,SWE,EUR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Switzerland,CHE,EUR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Syrian Arab Republic,SYR,EMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Tajikistan,TJK,EUR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Thailand,THA,SEA,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Timor-Leste,TLS,SEA,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Togo,TGO,AFR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Tokelau,TKL,WPR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Tonga,TON,WPR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Trinidad and Tobago,TTO,AMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Tunisia,TUN,EMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Turkey,TUR,EUR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Turkmenistan,TKM,EUR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Turks and Caicos Islands,TCA,AMR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
Tuvalu,TUV,WPR,Delamanid-based TPT,c_tpt_DLM,910.8,227.7
